i,MicrobiotaDensityFoldChange,qmd_Density_delta,permutation_quantitle,permutation_pvalue,permutation_test
480.0,3.9591640110543938,4.130000000000001,1.0,0.0,True
481.0,2.365188084986144,2.3000000000000007,1.0,0.0,True
482.0,7.443027347618963,7.48,1.0,0.0,True
483.0,6.2573872414302185,6.210000000000001,1.0,0.0,True
484.0,6.0711580231639495,6.07,1.0,0.0,True
485.0,4.569861490296901,4.300000000000001,1.0,0.0,True
486.0,5.851381614631041,5.98,1.0,0.0,True
487.0,2.8753820077118237,3.17,1.0,0.0,True
488.0,4.5896625566207385,4.49,1.0,0.0,True
489.0,5.772295269887039,5.609999999999999,1.0,0.0,True
490.0,5.929124599725796,6.190000000000001,1.0,0.0,True
491.0,7.880067638182182,6.82,1.0,0.0,True
492.0,3.956414103215561,3.76,1.0,0.0,True
493.0,5.210254807229237,5.300000000000001,1.0,0.0,True
494.0,2.2271722908987432,2.1099999999999994,1.0,0.0,True
495.0,3.4997948148539315,3.4299999999999997,1.0,0.0,True
496.0,4.799844800955364,4.890000000000001,1.0,0.0,True
497.0,6.367576598735358,6.399999999999999,1.0,0.0,True
498.0,5.800802028119918,5.800000000000001,1.0,0.0,True
499.0,4.439411436686658,4.4,1.0,0.0,True
500.0,5.266160145860057,5.16,1.0,0.0,True
