group,Escherichia/Shigella,Veillonella,Bacillus,Arthrobacter,Plesiomonas,Paracoccus,Ralstonia,Prevotella,Victivallis,Acetanaerobacterium,Erysipelotrichaceae_incertae_sedis,Gardnerella,Coprobacillus,Pseudoflavonifractor,Delftia,Bilophila,Paraprevotella,Stenotrophomonas,Alteromonas,Enhydrobacter,Campylobacter,Dorea,Pseudocitrobacter,Anaerostipes,Marinobacter,Terrisporobacter,Rothia,Lautropia,Flavonifractor,Slackia,Psychrobacter,Weissella,Methylophaga,Clostridium_XlVb,Mycoplasma,Anaerococcus,Clostridium_III,Enterobacter,Barnesiella,Lactobacillus,Limnohabitans,Sphingopyxis,Atopobium,Clostridium_XVIII,Sphingobium,Coprococcus,Senegalimassilia,Holdemania,Polaromonas,Klebsiella,Vulcaniibacterium,Paraeggerthella,Gordonibacter,Shinella,Negativicoccus,Howardella,Micrococcus,Devosia,Lachnospira,Actinomyces,Treponema,Luteimonas,Robinsoniella,Alloprevotella,Catonella,Kocuria,Desulfovibrio,Cloacibacillus,Comamonas,Pelomonas,Rummeliibacillus,Cellulosilyticum,Adlercreutzia,Eikenella,Methylobacterium,Tepidimonas,Flavobacterium,Coprobacter,Ruminococcus2,Oribacterium,Rhodococcus,Leptotrichia,Aggregatibacter,Abiotrophia,Peptoniphilus,Brachybacterium,Faecalibacterium,Dialister,Anaerosporobacter,Selenomonas,Alcanivorax,Cronobacter,Lachnoanaerobaculum,Ottowia,Bacteroides,Stomatobaculum,Porphyrobacter,Romboutsia,Acinetobacter,Helicobacter,Vibrio,Enterococcus,Mobilitalea,Succinivibrio,Hydrogenoanaerobacterium,Hyphomicrobium,Chitinimonas,Lacihabitans,Cloacibacterium,Hydrogenophaga,Paenibacillus,Moryella,Intestinibacter,Xenophilus,Parvimonas,Zoogloea,Megamonas,Ramlibacter,Sutterella,Roseovarius,Phascolarctobacterium,Blastococcus,Rhodoluna,Butyrivibrio,Moraxella,Roseburia,Tsukamurella,Cellvibrio,Cetobacterium,Haemophilus,Roseomonas,Faecalitalea,Odoribacter,Serratia,Oxalobacter,Pantoea,Elizabethkingia,Leuconostoc,Propionispira,Buttiauxella,Raoultella,Methyloversatilis,Leifsonia,Microbacterium,Terrimonas,Obesumbacterium,Algoriphagus,Pyramidobacter,Arcobacter,Filifactor,Christensenella,Catenibacterium,Finegoldia,Neisseria,Ezakiella,Acidaminococcus,Shuttleworthia,Acetatifactor,Isoptericola,Hydrogenophilus,Aquabacterium,Mitsuokella,Catabacter,Thiothrix,Fretibacterium,Cardiobacterium,Massilia,Brevibacterium,Salinihabitans,Herpetosiphon,Burkholderia,Sphingorhabdus,Lawsonia,Anaeroglobus,Gordonia,Phyllobacterium,Porphyromonas,Caulobacter,Gemella,Melaminivora,Faecalicoccus,Clostridium_sensu_stricto,Pseudorhodobacter,Pseudobutyrivibrio,Lysobacter,Peptococcus,Lachnospiracea_incertae_sedis,Chryseobacterium,Undibacterium,Oceanobacillus,Clostridium_IV,Lactococcus,Tannerella,Thiopseudomonas,Pseudoxanthomonas,Holdemanella,Phocaeicola,Murdochiella,Thalassospira,Pelagibius,Novosphingobium,Parabacteroides,Butyricicoccus,Collinsella,Marivita,Leucobacter,Granulicatella,Eisenbergiella,Succinatimonas,Oscillibacter,Lactonifactor,Rhizobium,Schwartzia,Alistipes,Diplorickettsia,Coprothermobacter,Akkermansia,Erysipelothrix,Saccharopolyspora,Sphingobacterium,Cnuella,Butyricimonas,Capnocytophaga,Megasphaera,Corynebacterium,Nocardioides,Ruminococcus,Scardovia,Bulleidia,Alloscardovia,Halobacteriovorax,Geodermatophilus,Dermacoccus,Bosea,Nitrosospira,Intestinimonas,Azoarcus,Pseudoramibacter,Gemmiger,Brevibacillus,Skermanella,Thermicanus,Bdellovibrio,Brevundimonas,Centipeda,Aquihabitans,Sphingomonas,Bradyrhizobium,Phenylobacterium,Clostridium_XlVa,Shewanella,Gemmobacter,Hyphomonas,Luteolibacter,Actinobacillus,Allisonella,Allobaculum,Schlegelella,Youngiibacter,Sandaracinobacter,Pseudonocardia,Anaerofilum,Olsenella,Bifidobacterium,Mucispirillum,Tepidimicrobium,Turicibacter,Exiguobacterium,Aureimonas,Piscicoccus,Fusicatenibacter,Blautia,Rhodobacter,Kinneretia,Acidovorax,Chitinilyticum,Fusobacterium,Pasteurella,Parasutterella,Streptomyces,Aestuariibacter,Mucilaginibacter,Citrobacter,Alkanindiges,Geobacillus,Flavisolibacter,Eggerthella,Peptostreptococcus,Anaerotruncus,Methanobrevibacter,Eubacterium,Proteus,Propionibacterium,Solobacterium,Hungatella,Staphylococcus,Streptococcus,Morganella,Clostridium_XI,Elusimicrobium,Sneathia,Aeromonas,Pseudomonas
yControl(huadong cohort),0.011478985,0.20826159,0.011478985,0,0,0.00327971,0.001639855,19.24533871,0,0,0.00327971,0,0,0,0.00327971,0.068873912,0.669060855,0,0,0,0,0.068873912,0,0.039356521,0,0,0.032797101,0,0.040996376,0,0,0,0,0.067234057,0.01311884,0,0,0,0,0.022957971,0.014758695,0,0,0.242698545,0,0.587068103,0,0,0,0,0,0.001639855,0,0,0,0,0,0,0,0.024597826,0,0,0,0,0,0,0,0.00327971,0,0,0,0,0,0,0.001639855,0,0,0,0.2115413,0.004919565,0,0,0,0,0,0,24.40760237,0.01639855,0,0,0,0,0,0,16.15421197,0,0,0.001639855,0,0,0,0,0,0,0,0,0,0.00327971,0,0.001639855,0,0,0,0,0,0,0.001639855,0,0.468998541,0,5.180302061,0,0.001639855,0,0,3.137042685,0,0,0,0.01639855,0,0,0.00327971,0,0,0,0.021318115,0,0,0,0,0.004919565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00327971,0,0,0,0,0,0,0,0.516554337,0,0,0,0,0,0,0,0,0,0,0.01311884,0,0,0,0,12.1447664,0,0,0,0.045915941,0,0,0,0,0.001639855,0,0,0,0,0,1.813679671,0.001639855,1.925189813,0,0,0.008199275,0,0,0.045915941,0,0,0,0.01967826,0,0,0.001639855,0,0,0,0,0.004919565,0,0.01639855,0.00983913,0,0.528033322,0,0,0,0,0,0,0,0,0,0,0,3.084567324,0,0,0,0,0,0,0,0.001639855,0.001639855,0,6.085502042,0,0,0,0,0,0,0,0,0,0,0,0,0.001639855,1.095423165,0,0,0,0,0,0,0.305013037,0.475557961,0,0,0,0,0,0,0.308292747,0,0,0,0,0,0,0,0.004919565,0,0,0,0.052475361,0,0,0.001639855,0,0,0.4558797,0,0.001639855,0,0,0,0
yControl(huadong cohort),2.16768462,0.059966685,0,0,0,0,0,0.035535813,0,0,0,0,0,0.044419767,0,0.004441977,0.002220988,0.006662965,0,0,0.002220988,0.915047196,0,0.868406441,0,0.002220988,0.002220988,0,1.665741255,0,0,0,0,0.099944475,0,0,0,0,0.004441977,0.004441977,0,0,0,0.099944475,0,0.006662965,0,0,0,0.304275403,0,0,0,0,0,0,0,0,0.088839534,0.008883953,0,0,0,0.002220988,0,0,0.017767907,0,0,0,0,0,0,0,0,0,0,0,0.162132149,0.002220988,0,0,0,0.004441977,0,0,10.80955025,17.39922265,0,0,0,0,0,0,19.66240977,0,0,0.246529706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11993337,0,0,0,0.006662965,0,0.002220988,0,0.011104942,0,0,0,0,2.385341477,0,0,0,0.002220988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004441977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011104942,0,0,0.02665186,0,0,0,0,13.35924486,0,0,0,0.179900056,0,0,0,0,0,0,0,0,0,0,1.094947252,0.002220988,0.002220988,0,0,0.019988895,0.002220988,0,0.01332593,0.015546918,0,0,0.015546918,0,0,0.037756802,0,0,0,0,0.002220988,0,12.02665186,0.004441977,0,0.044419767,0,0,0,0,0,0,0,0,0.002220988,0,0,0.028872848,0,0,0,0,0,0,0,0,0,0,11.63131594,0,0,0,0,0,0.604108828,0,0,0,0,0,0,0,0.059966685,0,0,0,0,0,0,0.11993337,1.838978345,0,0,0,0,1.006107718,0,0.004441977,0,0,0,0,0,0,0,0.011104942,0,0.222098834,0,0.059966685,0.004441977,0,0,0.111049417,0,0.204330927,0,0,0,0,0,0
yControl(huadong cohort),0.009564802,0,0.019129603,0,0,0,0,0.009564802,0,0,0,0,0,0,0,0.076518412,0,0,0,0,0,0.133907221,0,0.066953611,0,0,0,0,0.057388809,0,0,0,0,0.315638451,0.038259206,0,0,0.009564802,0.153036824,0.009564802,0,0,0,0.24868484,0,1.147776184,0,0,0.009564802,0,0,0,0,0,0,0,0,0,0,0.009564802,0,0,0,0,0,0,0.019129603,0,0,0,0,0,0,0,0,0,0,0.028694405,0.24868484,0,0,0,0,0,0,0.009564802,48.26398852,1.568627451,0,0,0,0,0,0,4.93543759,0,0,0.506934481,0,0,0,0,0,0,0.019129603,0,0,0,0,0,0,0,0.028694405,0,0,0,2.898134864,0,0,0,0.172166428,0,0,0,0,4.06504065,0,0,0,0,0,0,0.086083214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009564802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200860832,0,0,0,0,12.63510282,0,0,0,0.038259206,0,0,0,0,0,0,0,0,0,0,0.086083214,0,0.411286466,0,0,0,0,0,1.731229077,0,0,0,0.306073649,0,0,0.009564802,0,0,0,0,0.038259206,0,0,0,0,9.861310378,0,0,0,0,0,0,0,0,0.019129603,0,0,2.783357245,0,0,0,0,0.009564802,0,0,0,0,0,0.68866571,0,0,0,0,0,0,0,0,0,0,0,0.009564802,0,1.855571497,0,0,0,0,0,0,3.012912482,0.554758489,0,0,0,0,0,0,0.24868484,0,0,0,0,0,0,0,0,0,0.019129603,0,0.258249641,0.009564802,0,0,0,0,0.038259206,0,0,0,0,0,0
yControl(huadong cohort),0.01117152,0.00372384,0,0,0,0,0,14.67937737,0,0,0,0,0,0.0186192,0.01489536,0.227154241,0.841587845,0,0,0,0,0.566023684,0,1.243762568,0,0.01489536,0,0,0.323974082,0,0,0,0,0.186192001,0.01117152,0,0.02234304,0.00372384,0.141505921,0.01117152,0,0,0,0.506442243,0,3.046101139,0,0.01489536,0,0.145229761,0,0,0.03351456,0,0,0.00372384,0,0,0,0,0,0,0,0,0,0,0.148953601,0,0,0,0,0,0.00744768,0,0,0,0,0.100543681,0.513889923,0,0,0,0,0,0,0,19.03254636,0.02979072,0,0,0,0,0,0,7.298726447,0,0,0.01489536,0,0,0,0,0,0,0.00744768,0,0,0,0,0,0,0,0,0,0,0,0.00372384,0,0,0,1.403887689,0,0.00372384,0.00744768,0,3.578610263,0,0,0,0,0,0,0.238325762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372384,0,0,0,0.00372384,0,0,0,0,0,0,0,0,0,0,0.00372384,0,0,0,0,0,0,0,0,0.01117152,0,0.01489536,0,0,0,0.00372384,0,0,0,0,0.05213376,0,0.00744768,0,0,16.0311313,0,0,0,0.182468161,0,0,0,0,0,0,0,0,0,0,0.301631042,0.02234304,0,0,0,0,0.02606688,0,3.258360021,0.00372384,0,0,2.007149773,0,0,0.428241603,0,0,0,0,0.148953601,0,0.00744768,0,0,2.900871379,0,0,0,0,0,0,0,0,0.04468608,0,0,2.364638415,0,0,0,0,0.00744768,0,0,0.00744768,0,0,8.616965815,0,0,0,0,0,0,0,0,0,0,0,0.07075296,0,7.041781485,0,0,0,0,0,0,0.458032323,0.860207046,0,0,0,0,0,0,0.02234304,0,0,0,0,0,0,0,0.00372384,0,0.02606688,0,0.573471364,0,0,0,0,0.00372384,0.0186192,0,0,0,0,0,0
yControl(huadong cohort),0.046495409,0.011623852,0.058119261,0,0,0.002905963,0.002905963,14.17819365,0,0,0,0,0,0.049401372,0,0.319655934,0.653841683,0,0,0,0,0.453330234,0,0.005811926,0.005811926,0,0,0,0.026153667,0,0,0,0,0.063931187,0.037777519,0,0,0,0.319655934,0.037777519,0.002905963,0,0,0.255724747,0,2.502034174,0,0.002905963,0.020341741,0.014529815,0,0,0.06683715,0,0,0.052307335,0,0,0,0.069743113,0,0,0,0.002905963,0,0,0.040683483,0,0,0,0,0,0.008717889,0,0,0,0,0,1.30187144,0.002905963,0,0,0,0.002905963,0.002905963,0.023247704,39.25665466,0.02905963,0,0,0,0,0,0,1.699988376,0,0,0.273160525,0,0.005811926,0.002905963,0,0,0,0.005811926,0,0,0,0,0,0,0,0,0,0,0,3.937579914,0,0,0.008717889,1.037428804,0,0,0,0,3.356387307,0,0,0,0.005811926,0,0,0.037777519,0,0.005811926,0,0,0,0,0,0,0.005811926,0,0,0,0,0,0,0.008717889,0.002905963,0.014529815,0,0.002905963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014529815,0,0,0,0,0,0,0.040683483,0,0,0,0.023247704,0,0,0,0,6.021155411,0.002905963,0,0,0.67999535,0,0,0,0,0.063931187,0,0,0,0,0,0.116238521,0.002905963,10.57189353,0,0,0.008717889,0.005811926,0.005811926,2.194002092,0,0,0,0.662559572,0.017435778,0,0.342903638,0,0,0,0,0.092990817,0,0.017435778,0,0,0.534697199,0,0,0,0,0,0,0,0,0.084272928,0.002905963,0,3.344763455,0,0,0,0,0.002905963,0,0.002905963,0.014529815,0,0,0.834011391,0,0,0,0,0,0.531791236,0,0,0,0,0,0.031965593,0,1.99058468,0,0,0.008717889,0,0,0,0.235383006,0.68871324,0,0.002905963,0.008717889,0,0.002905963,0,0.104614669,0,0,0,0,0,0,0,0.008717889,0,0.031965593,0.005811926,0.104614669,0,0.002905963,0,0,0.002905963,0.171451819,0,0,0,0,0.011623852,0.002905963
yControl(huadong cohort),0.585014358,0.00178358,0.023186545,0,0,0,0.00178358,34.11275795,0,0,0,0,0,0.032104446,0.010701482,0.206895322,0.231865447,0,0,0,0,0.74375301,0,0.008917902,0.019619384,0.012485063,0.00178358,0,0.074910375,0,0,0,0,0.085611857,0.021402964,0,0,0,0.916760305,0.123067045,0.005350741,0,0.00178358,0.370984715,0,0.702730662,0.065992473,0.00178358,0,0.49761892,0,0,0.016052223,0,0,0,0,0,0.00178358,0.044589509,0,0,0,0,0,0.003567161,1.332334528,0,0,0,0,0.00178358,0,0,0,0,0,0,0.535074108,0,0,0,0,0,0,0,20.42377869,6.567142883,0,0,0,0,0,0,8.718140796,0,0,0.041022348,0,0,0,0.012485063,0,0,0,0,0,0,0,0.003567161,0,0,0.008917902,0,0,0,0.023186545,0,0.290723599,0.012485063,1.011290064,0,0,0.003567161,0,1.599871582,0,0,0,0,0,0,0.065992473,0,0,0,0,0,0,0,0,0.00178358,0,0,0,0,0,0,0.037455188,0,0,0,0,0,0,0,0,0,0,0.007134321,0,0.765155974,0,0,0,0,0,0,0.003567161,0,0.003567161,0.00178358,0,0,0,0,0,0,0,0,0,0.262186313,0,0.00178358,0,0,2.618295967,0,0,0,0.117716304,0,0,0,0,0.057074571,0,0,0,0,0,0.822230546,0.00178358,1.501774662,0,0,0.005350741,0.014268643,0,1.854923574,0,0,0,2.455990155,0,0,0,0,0,0,0,0.139119268,0,1.910214565,0,0,0.328178786,0,0,0,0,0,0,0,0,0.032104446,0,0,2.065386056,0,0,0,0,0.00178358,0,0,0,0,0,1.448267252,0.00178358,0,0,0,0,0.055290991,0,0,0,0,0,0.017835804,0,2.423885708,0,0,0.010701482,0,0,0,0.235432607,0.278238536,0,0,0,0,0,0,0.078477536,0,0,0,0,0,0,0,0,0,0.010701482,0,0.119499884,0,0,0.00178358,0.008917902,0,0.69737992,0,0,0,0,0,0.023186545
yControl(huadong cohort),0.003382263,0.015220185,0.011837922,0,0,0.001691132,0.001691132,0.062571873,0.006764527,0,0,0,0,0.013529054,0.006764527,0.076100927,0.001691132,0,0,0,0,0.427856321,0,0.062571873,0,0,0.001691132,0,0.025366976,0,0,0,0,0.216464858,0.01014679,0,0.040587161,0,0.08962998,0.013529054,0.006764527,0,0,0.28749239,0,6.077927349,0,0.015220185,0,0,0,0,0.005073395,0,0,0,0,0,0,0.005073395,0,0,0,0,0,0,0.003382263,0,0,0,0,0,0,0,0,0,0,0.003382263,0.150510722,0,0,0,0,0,0,0,25.10315903,0.693363999,0,0,0,0,0,0,8.443820605,0,0,0.011837922,0,0,0,0.001691132,0,0,0,0,0,0,0,0.003382263,0,0,0.001691132,0,0,0,0.023675844,0,0,0,0.527633092,0,0.003382263,0,0,2.232293851,0,0,0,0.008455659,0,0,0.065954137,0,0,0,0.011837922,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003382263,0,0,0,0,0,0,0,0,0,0,0.003382263,0,0,0,0,0,0,0,0,0.062571873,0.001691132,0,0,0,0.001691132,0,0,0,0,0,0.030440371,0,0,0,0,3.243590611,0,0,0,1.922816749,0,0,0,0,0,0,0,0,0,0,1.691131705,0.003382263,0.015220185,0,0,0,0,0,0.397415951,0,0,0,1.293715755,0,0,0.084556585,0,0,0,0,0.160657512,0,0.016911317,0.001691132,0,2.264425353,0,0,0,0,0,0,0,0,0.072718663,0,0,10.7369952,0,0,0,0,0,0,0,0.001691132,0,0,2.78698505,0,0,0,0,0,0,0,0,0,0,0,0.001691132,0,27.63816546,0,0,0,0,0,0,0.879388487,0.072718663,0,0,0,0,0,0,1.060339579,0,0,0,0,0,0,0,0.001691132,0,0.008455659,0,0.306094839,0,0,0,0,0,0.439694243,0,0,0,0,0,0.018602449
oCRC(huadong cohort),0.427214733,0.36370984,0,0,0,0.002886586,0,0.02886586,0,0,0,0,0,0.01443293,0,0.210720781,0,0.02886586,0,0,0,0.129896372,0,0.412781803,0,0,0,0,0.251132985,0,0,0,0,0.355050082,0,0,0.023092688,0.115463441,0.037525618,0.132782958,0,0,0,0.072164651,0,0.011546344,0,0.017319516,0,0.034639032,0,0,0.008659758,0,0,0,0,0,0.072164651,0.017319516,0,0,0,0.011546344,0,0,0.01443293,0,0,0,0,0,0.002886586,0,0,0,0,0,0.288658603,0.005773172,0,0,0,0,0,0,36.63943654,0.02886586,0,0,0,0,0.002886586,0,17.57353578,0,0,0.441647663,0,0.011546344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002886586,0,0.02886586,0,0.011546344,0,5.181421932,0,0,0,0,1.850301648,0,0,0,0.245359813,0,0,0.239586641,0,0,0,0,0,0,0,0,0,0,0,0,0.002886586,0,0,0,0,0,0.002886586,0,0,0,0.005773172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002886586,0,0,0,0,0,0,0,0.005773172,0,0,0.043298791,0,0,0,0,1.711745519,0,0,0,0.086597581,0,0,0,0,0.002886586,0,0,0,0,0,1.371128366,0,0.037525618,0,0,0,0.002886586,0,0.161648818,0.008659758,0,0,0.603296481,0,0,1.042057559,0,0,0,0,0,0,0.005773172,0.002886586,0,7.620587132,0,0,0.002886586,0,0,0,0,0,0.01443293,0,0,11.23170626,0,0,0,0,0.002886586,0,0,0,0,0,0.799584332,0,0,0,0,0,0,0.008659758,0,0,0,0,0.002886586,0,0.842883122,0,0.005773172,0.002886586,0,0,0,0.210720781,1.284530785,0,0,0,0,0.005773172,0,4.829258436,0,0,0,0.002886586,0,0,0,0.008659758,0.01443293,0.057731721,0.002886586,1.916693127,0,0,0,0,0.002886586,0.675461132,0.002886586,0,0,0,0,0
yControl(huadong cohort),0.031692851,0,0.00452755,0.002263775,0,0.002263775,0,5.967311088,0.135826504,0.002263775,0,0,0,0.01358265,0.0090551,0.079232127,0.414270838,0,0,0,0,0.190157106,0,0.049803052,0,0.002263775,0,0,0.031692851,0,0,0,0,0.076968352,0.018110201,0,0.092814778,0,1.034545208,0.015846425,0.002263775,0,0,0.762892199,0,1.401276769,0.217322407,0.0090551,0,0.002263775,0,0,0.002263775,0,0,0,0,0,0,0.015846425,0,0,0,0,0,0,0.031692851,0.011318875,0,0,0,0,0.002263775,0,0,0,0.002263775,0.067913252,0.339566261,0,0,0,0,0,0,0,18.21207045,0.020373976,0,0,0,0,0,0,11.66296917,0,0,0.011318875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.689953366,0,0,0,0.577262643,0,0,0.00452755,0,0.221849957,0,0,0,0.002263775,0,0,0.185629556,0,0.036220401,0,0.00452755,0,0,0,0,0,0,0,0,0,0.00452755,0,0,0,0.002263775,0.002263775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452755,0,0,0,0,0,0,0,0,0,0.006791325,0.0090551,0,0.002263775,0,0,3.864264047,0,0,0,0.196948431,0,0,0,0,0.002263775,0,0,0,0,0,0.928147779,0.027165301,3.289265179,0,0.002263775,0.002263775,0.00452755,0,2.777652012,0,0,0,1.822338932,0,0,1.12056866,0,0,0,0,0.314664735,0,0.00452755,0,0,18.28224748,0,0,0,0,0,0,0.002263775,0,0.038484176,0,0,7.275773079,0,0,0,0,0.002263775,0,0,0.006791325,0,0,0.212794857,0,0,0,0,0,0,0,0,0,0,0,0.020373976,0.002263775,11.55204419,0,0,0,0,0,0,0.916828904,0.144881605,0.002263775,0,0,0,0,0,0.414270838,0,0,0,0,0,0,0,0.002263775,0,0.015846425,0.076968352,0.919092679,0.002263775,0,0,0,0,0.045275501,0,0,0,0,0,0.00452755
yControl(huadong cohort),0.869832698,0.00683562,0.008544526,0,0,0,0,10.62938975,0,0,0,0,0,0.001708905,0,0.228993284,0.623750363,0,0,0,0,0.413555035,0,0.046140438,0,0,0.013671241,0,0.020506861,0,0,0,0,0.206777518,0.015380146,0,0,0,0.264880291,0.010253431,0.005126715,0,0.008544526,0.100825401,0,0.663055181,0,0.032469197,0,0,0,0,0.00341781,0,0,0,0,0,0,0.00341781,0,0,0,0,0,0,0.00683562,0,0.08031854,0,0,0,0,0,0.001708905,0,0.001708905,0.005126715,0.697233283,0,0,0,0,0,0,0,23.84264402,1.278261018,0,0,0,0,0,0,24.64582942,0,0,0.001708905,0,0,0,0,0,0,0.001708905,0,0,0,0,0.00341781,0,0,0.001708905,0,0.005126715,0,12.10759267,0,0.360578977,0,1.413264521,0,0.001708905,0,0,1.21844934,0,0,0,0.015380146,0,0,0.179435036,0,0,0,0,0.00341781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001708905,0,0,0,0,0,0,0,0,0,0.008544526,0,0,0,0,0,0,0,0,0,0,0.010253431,0,0,0,0,7.838747714,0,0,0,0.051267153,0,0,0,0,0,0,0,0,0,0,0.98432934,0.008544526,1.110788318,0,0,0.00341781,0,0,0.290513868,0,0,0,1.922518243,0,0,0.001708905,0,0,0,0,0.357161167,0,0.013671241,0.001708905,0,0.018797956,0,0,0,0,0,0,0.001708905,0,0.005126715,0,0,3.089700429,0,0,0,0,0,0,0,0.00341781,0,0,2.498419263,0,0,0,0,0,0,0,0,0,0,0,0,0.00341781,0.177726131,0,0,0.005126715,0,0,0,0.133294598,0.839072406,0,0,0,0,0,0,0.15721927,0,0,0,0,0,0,0,0,0.005126715,0.058102774,0,0.199941897,0,0,0,0.022215766,0,0.119623357,0,0,0,0,0,0.00683562
yControl(huadong cohort),2.272565024,0.014277895,0.038074388,0,0,0,0.004759298,4.352378459,0.142778954,0.002379649,0.014277895,0.002379649,0,0.026176142,0.011898246,0.045213336,0.240344573,0,0,0,0,0.107084216,0,0.023796492,0.007138948,0.004759298,0.004759298,0,0.214168432,0,0,0.023796492,0,0.038074388,0,0,0.016657545,0,0.204649835,0.057111582,0,0,0,0.302215453,0,1.108916546,0,0.002379649,0.021416843,0,0,0,0.011898246,0.002379649,0,0,0,0,0.004759298,0.011898246,0,0,0,0.002379649,0,0,0.694857578,0.121362111,0,0,0,0,0.002379649,0,0,0,0,0.002379649,0.071389477,0,0,0,0,0,0,0.016657545,32.29897913,1.40875235,0,0,0,0,0.004759298,0,5.178116746,0.002379649,0,0.047592985,0,0,0.002379649,0,0,0,0.007138948,0,0,0,0,0,0,0,0.011898246,0,0.002379649,0,0.035694739,0,0,0.011898246,0.102324917,0,0,1.154129881,0,2.781809961,0,0,0,0.004759298,0,0.088047022,0.183232991,0,0,0,0,0,0,0,0,0.002379649,0,0,0,0,0,0.002379649,0.002379649,0.002379649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002379649,0.009518597,0,0,0,0,0,0.002379649,0.021416843,0,0,0,0.021416843,0.004759298,0,0.002379649,0,4.045403707,0,0,0,0.09280632,0.007138948,0,0,0,0,0,0,0,0,0,1.399233753,0.002379649,0.571115818,0,0,0,0.002379649,0,2.791328558,0,0,0,0.69009828,0.011898246,0,7.455441068,0,0,0,0,0.247483521,0,0.026176142,0,0,2.796087857,0,0,0,0,0,0,0,0,0.033315089,0.002379649,0,3.938319492,0,0,0,0,0.002379649,0,0,0.007138948,0.002379649,0,3.198248578,0,0,0,0,0,0.002379649,0,0,0,0,0,0.004759298,0,16.62422959,0,0,0.004759298,0,0,0,1.434928492,0.371225281,0,0,0,0,0.002379649,0,0.099945268,0,0,0,0.002379649,0,0,0,0,0,0.019037194,0.069009828,0.34504914,0,0,0.002379649,0,0.002379649,0.035694739,0.002379649,0,0,0,0.007138948,0
yControl(huadong cohort),0.09821353,0.023706714,0,0,0,0.001693337,0,0.106680213,0,0.00508001,0,0,0,0.008466684,0,0.035560071,0,0,0,0,0,0.665481331,0,0.067733469,0,0,0,0,0.020320041,0,0,0,0,0.240453814,0,0,0,0.001693337,0.060960122,0.008466684,0.032173398,0,0,0.064346795,0.001693337,0.284480569,0,0.003386673,0,1.163322327,0,0,0.001693337,0,0,0,0,0,0.008466684,0.016933367,0,0,0,0,0,0,0.001693337,0,0,0,0,0,0.001693337,0,0.003386673,0,0,0.033866734,0.184573702,0,0,0,0,0,0,0,19.35483871,0.01016002,0,0,0,0,0,0,4.839556346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00508001,0,0,0.001693337,0,0,0,0.003386673,0,0.082973499,0,0.606214546,0,0,0.001693337,0,5.757344848,0,0,0,0.001693337,0,0,0.067733469,0,0,0,0,0.006773347,0,0,0,0,0,0,0,0,0.003386673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006773347,0,0.006773347,0,0,0,0,0,0,0,0,0.040640081,0,0,0,0,2.150537634,0,0,0,0.060960122,0,0,0,0,0,0,0,0,0,0,0.272627212,0.001693337,0.504614343,0,0,0.003386673,0,0,0.484294302,0,0,0,0.843281687,0,0,0,0,0,0.001693337,0,0.115146897,0,0.01524003,0,0,1.847430362,0,0,0,0,0,0,0,0,0.01016002,0,0,1.80171027,0,0,0,0,0,0,0,0,0,0,0.597747862,0,0,0,0,0,0,0,0,0,0,0,0,0,54.10041487,0,0,0,0,0,0,1.183642367,0.149013631,0,0,0,0,0,0,0.030480061,0,0,0,0,0,0,0,0.003386673,0,0,0,1.816950301,0,0,0,0,0,0.057573448,0,0,0,0,0,0.00508001
