accession_id,ncbi_taxon_id_1654,ncbi_taxon_id_416916,ncbi_taxon_id_1283313,ncbi_taxon_id_836,ncbi_taxon_id_544,ncbi_taxon_id_156454,ncbi_taxon_id_1263,ncbi_taxon_id_29465,ncbi_taxon_id_1301,ncbi_taxon_id_570,ncbi_taxon_id_581,ncbi_taxon_id_906,ncbi_taxon_id_620,ncbi_taxon_id_724,ncbi_taxon_id_117563,ncbi_taxon_id_642,ncbi_taxon_id_561,ncbi_taxon_id_196081,ncbi_taxon_id_40544,ncbi_taxon_id_-1,ncbi_taxon_id_538,ncbi_taxon_id_35823,ncbi_taxon_id_841,ncbi_taxon_id_846,ncbi_taxon_id_2172,ncbi_taxon_id_1678,ncbi_taxon_id_61170,ncbi_taxon_id_713,ncbi_taxon_id_574697,ncbi_taxon_id_1243,ncbi_taxon_id_1253,ncbi_taxon_id_543311,ncbi_taxon_id_419014,ncbi_taxon_id_191303,ncbi_taxon_id_52225,ncbi_taxon_id_1578,ncbi_taxon_id_459786,ncbi_taxon_id_397864,ncbi_taxon_id_46255,ncbi_taxon_id_1298,ncbi_taxon_id_577309,ncbi_taxon_id_207244,ncbi_taxon_id_158846,ncbi_taxon_id_84111,ncbi_taxon_id_162289,ncbi_taxon_id_1380,ncbi_taxon_id_239934,ncbi_taxon_id_286,ncbi_taxon_id_292632,ncbi_taxon_id_33024,ncbi_taxon_id_568,ncbi_taxon_id_375288,ncbi_taxon_id_838,ncbi_taxon_id_194,ncbi_taxon_id_482,ncbi_taxon_id_946234,ncbi_taxon_id_904,ncbi_taxon_id_1743,ncbi_taxon_id_216851,ncbi_taxon_id_872,ncbi_taxon_id_100883,ncbi_taxon_id_35832,ncbi_taxon_id_583,ncbi_taxon_id_469,ncbi_taxon_id_1279,ncbi_taxon_id_135858,ncbi_taxon_id_1348911,ncbi_taxon_id_39948,ncbi_taxon_id_32008,ncbi_taxon_id_830,ncbi_taxon_id_1730,ncbi_taxon_id_239759,ncbi_taxon_id_84108,ncbi_taxon_id_586,ncbi_taxon_id_547,ncbi_taxon_id_1017280,ncbi_taxon_id_283168,ncbi_taxon_id_156973,ncbi_taxon_id_244127,ncbi_taxon_id_582472,ncbi_taxon_id_577310,ncbi_taxon_id_1357,ncbi_taxon_id_816,ncbi_taxon_id_32207,ncbi_taxon_id_1350,ncbi_taxon_id_447020,ncbi_taxon_id_1485,ncbi_taxon_id_580596,ncbi_taxon_id_848,ncbi_taxon_id_1257,ncbi_taxon_id_189330,ncbi_taxon_id_102106,ncbi_taxon_id_133925,ncbi_taxon_id_33042,ncbi_taxon_id_2701,ncbi_taxon_id_572511,ncbi_taxon_id_53335,group
SRR5983473,0.0,0.0,0.0,0.0,0.0,0.0,0.00013059999999999998,0.0002217,0.0,0.0,0.0,0.0,0.0,0.0006093,0.0,0.0,0.0022375,0.0,0.0,0.019744400000000002,0.0,0.0,0.0031146000000000004,0.0,0.0,0.0368862,0.0008656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009884200000000001,0.0,0.0,0.0,0.0,7.2999999999999996e-06,0.0,0.0,0.0,0.0,0.0310403,0.0,0.010683499999999999,0.0,0.0,0.013048500000000001,0.45120600000000005,0.0,0.0,0.0002435,0.0,0.0,0.0878767,0.0,0.0,0.0041685,0.0,0.0,0.0,0.0,0.0,0.10792,0.0,0.0,0.058899099999999996,0.05079380000000001,0.0,0.0,0.0,0.0,0.0038799,0.0,0.0005572999999999999,0.0,2.8e-06,0.0,0.09523660000000002,0.0,0.0,0.0,0.005362700000000001,0.0,0.0,0.0,0.0026425,0.00037880000000000005,0.0,0.0,0.0,0.0023584,0.0,nonIBD
SRR5983482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016224,0.0024622,0.0,0.0,0.007022199999999999,0.0,0.0009277,0.0,0.0,0.0134295,0.0,1.24e-05,0.029992799999999997,0.0,0.0,0.007629199999999999,0.0,0.0,0.0224454,0.0006204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018932999999999999,0.0,0.0656175,0.0,0.0,0.04794659999999999,0.0,0.0,0.0,0.0029491999999999995,0.0,0.0,0.325899,0.0,0.0,0.031029299999999996,0.0,0.0,0.0,0.0001449,0.0,3.73e-05,0.0,0.0,0.07488,0.0402996,0.0,0.0,0.0,5.05e-05,0.0,0.0,0.0014501,0.0,0.0018529000000000002,0.0,0.27724699999999997,0.0,0.0,0.0,0.0077588,0.0,0.0,0.0,0.0058808,0.0011202,0.0,0.0013133,0.0,0.004581399999999999,0.0,
SRR5947877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001245,0.0,0.0047191,0.0038125999999999998,0.0,0.0,5.520000000000001e-05,0.0,0.0,0.005929800000000001,0.0005128999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008361700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009408999999999999,0.0,0.0,0.0839738,0.0,0.0,0.0,0.0014937999999999998,0.0,0.0,0.0981677,0.0,0.0,8.64e-05,0.0,0.0,0.0,0.0,0.0,0.0056257,0.0,0.0,0.04243519999999999,0.0363632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037699999999999995,0.0003673,0.0,0.0,0.0,0.0007184,0.0,Crohn Disease
SRR5983472,0.0,0.0,0.0,0.0,0.0025594,2.94e-05,0.0007395,0.331751,0.0,0.005454399999999999,0.0,0.0020471,0.0,0.0,0.0,0.0,0.154106,0.0,0.000948,0.0116655,0.0,0.0,0.100461,0.0,0.0,0.006022499999999999,2.47e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8699999999999996e-05,0.217848,0.0,0.0,0.0,0.0,4.1700000000000004e-05,0.0,0.00040280000000000003,0.0,0.0,0.007541899999999999,0.0,0.024641700000000002,0.0,0.0,0.0035616,0.0190221,0.0,0.0,0.0178554,0.0,0.0,0.0050368999999999995,0.0,0.000208,9.25e-05,0.0,0.0,0.0,0.0,0.0,0.0043778,0.0,0.0,0.006737999999999999,0.0033955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3e-05,0.0,0.041115000000000006,0.0,0.0,0.0,0.0243446,0.0,0.0,0.0,0.00016,7.609999999999999e-05,0.0,2.71e-05,0.0,0.007422,0.0002213,Crohn Disease
SRR5983379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82e-05,0.0,0.0,0.0,0.0,0.0,0.0012423,0.0,0.0,0.0,0.0,0.0,0.020650400000000003,0.0,0.0,0.0489115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0769718,0.0,0.0639771,0.0,0.0,0.058214800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.039611900000000005,0.0,0.0,0.0007964000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029461400000000002,0.11844400000000001,0.0,0.0,0.0,0.0,0.00166,0.0,0.0,0.0,0.0010417,0.0,0.534686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000126,0.0,0.003144,0.0,nonIBD
SRR5983334,0.0,7.3e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021603000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0319191,0.0042281,0.0,0.0,0.0001539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024055,0.0,0.0,0.0,0.0,0.0,4.32e-05,0.0,0.0,0.0,0.0,0.0,0.0036596999999999997,0.0,0.0,0.0449678,0.0018762000000000002,0.0,0.0,0.0014512,0.0068828,0.0,0.0242373,0.0,0.0,0.0019406999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0327237,0.04811669999999999,0.0,0.0,0.0,0.0,0.005505399999999999,0.0,0.0,0.0,0.0,0.0,0.7854089999999999,0.0,0.0,0.0,1.55e-05,0.0,0.0,0.0,0.00016040000000000002,0.0003059,0.0,0.0003812,0.0,0.0013830000000000001,0.0,Crohn Disease
SRR5983283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5929030000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026008999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022158700000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0628283,0.0,Crohn Disease
SRR5947845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010045,0.0,0.0,0.0,0.0,0.0,0.0005004,0.0,0.0,0.0001154,0.0,0.0,0.0098198,0.0,0.0,0.0020683000000000003,0.0,0.0,0.0024641999999999997,0.00038189999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035196,0.0,0.0037388000000000005,0.0,0.0,0.0174092,0.578041,0.0,0.0,0.0,0.0,0.0,0.0774201,0.0,0.0,0.002888,0.0,0.0,0.0,0.0,0.0,0.0743173,0.0,0.0,0.0060103000000000005,0.0536822,0.0,0.0,0.0,0.0,0.0005545,0.0,0.0,0.0,0.0,0.0,0.133233,0.0,0.0,0.0,0.0266802,0.0,0.0,0.0,0.0011057999999999999,0.00038480000000000003,0.0,0.0,0.0,0.0025163000000000004,0.0,nonIBD
SRR5983348,0.0,0.0,0.0,0.0,0.0,0.0,0.004073,0.0016657,0.0070726999999999995,0.0,0.0,0.0124868,0.0,0.0007518999999999999,0.0,0.0,0.015541000000000001,0.0,0.0,0.022843,0.0,0.0,0.0014832,0.0,0.0,0.0090599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001834,0.0026506999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018057000000000001,0.0,0.0309155,0.0,0.0,0.0190408,0.0,0.0,0.0,0.0002236,0.0,0.0,0.282318,0.0,0.0,0.010830799999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036999,0.0405101,0.0,0.0,0.0,0.0,0.0,0.0,0.0006289,0.0,0.0,0.0,0.47813,0.0,0.0,0.0,0.0055147,0.0,0.0,0.0,0.0088954,0.0004871,0.0,0.0009774,0.0,0.004911100000000001,0.0,nonIBD
SRR5983298,0.0,0.0,0.0,0.0,0.0,0.0,1.01e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.059999999999998e-05,0.0,0.036832,0.0056155,0.0,0.0,0.00044479999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004944,0.0048221,0.0,0.0,0.00015519999999999998,0.0005038999999999999,8.759999999999999e-05,0.0,0.0,0.0,0.0,0.0,0.021156099999999997,0.0,0.0,0.0744177,0.010295299999999999,0.0,0.0,0.0001782,0.0035221999999999996,0.0,0.0280078,0.0,0.0024893000000000003,0.0023921,0.0,0.0,0.0,0.0,0.0,0.0022941,0.0,0.0,0.0571775,0.08161099999999999,0.0,0.0,0.0,0.0,0.0075083,0.0,0.0,0.0,0.0002586,0.0,0.607656,0.0,0.0,0.0,0.0030591999999999998,0.0,0.0,0.0,0.0017694000000000002,0.00039869999999999993,0.0,0.0241037,0.0,0.022648900000000003,0.0,Crohn Disease
SRR5983328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.24e-05,0.0,0.0003397,0.0,0.0,0.0,0.0,0.0,0.0,0.0013558,0.0,0.0,0.0120143,0.0,0.0,0.0253945,0.0,0.0,0.0025472,5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107606,0.038830699999999996,0.0,0.0,0.0319635,0.0001081,0.0,0.0,0.0,0.0,0.0,0.0,0.013917299999999999,0.0,0.0,0.0660067,0.0,0.0,0.0,6.14e-05,0.0152139,0.0,0.16604399999999997,0.0,0.0,0.0004507,0.0,0.0,0.0,0.0,0.0039133,0.0,0.0,0.0,0.08850730000000001,0.0355476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47714100000000004,0.0,0.0,0.0,0.0003544,0.0,0.0,0.0,0.0031396999999999996,0.0019074000000000003,0.0,0.0028028999999999997,0.0,0.0016105,0.0,Crohn Disease
SRR5983464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001175,0.0,0.0,0.008943200000000002,0.0,0.0,0.0,0.0,0.0,0.021556599999999995,0.000426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0204447,0.0,0.0,0.0,0.0,0.000363,0.0,0.0,0.0,0.0,0.0,0.0,0.0015984,0.0,0.0,0.06614210000000001,0.0,0.0,0.0,0.0013666,0.0,0.0,0.17045100000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253273,0.0,0.0,0.0360367,0.034354699999999995,0.0,0.0,0.0,9.49e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.611422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2300000000000003e-05,0.0007488,0.0,0.0,0.0,0.0005497000000000001,0.0,Crohn Disease
SRR5983451,0.0,0.0,0.0,0.0,0.023879,0.0,0.006803399999999999,0.0029801,0.0006911,0.000724,0.0,0.008901,0.0,0.0022229000000000003,0.0,0.0,0.15282099999999998,0.0001346,0.0,0.103526,0.0,0.0,0.0030214,0.0,0.0,0.0299838,0.0023046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019030000000000002,0.0041108,0.0,0.0,0.0,0.0,4.9500000000000004e-05,0.0,0.0,0.0,0.0,0.0051861,0.0,0.114065,0.0,0.0,0.0158545,0.0,0.0,0.0,0.00047889999999999993,0.0,0.0,0.107155,7.57e-05,0.0,0.033141800000000006,0.0,0.0,0.0,0.0,0.0,0.0553835,0.0,0.0,0.130322,0.0081238,0.0,0.0,0.0009698999999999999,0.0,0.0,0.0,0.00027560000000000003,0.0,0.015232,0.0,0.131957,0.0,0.0,0.0,0.0128633,0.0,0.0,0.0,0.009528700000000001,0.00406,0.0,0.004667600000000001,0.0,0.008316200000000001,0.0,nonIBD
SRR5947871,0.0,0.0,0.0,7.5e-06,0.0,0.0,0.0,0.0024322,8.21e-05,0.0,0.0,0.0,0.0,1.7899999999999998e-05,0.0,0.0,0.0008202999999999999,0.0,0.0499337,0.0025399,0.0,0.0,0.0172449,0.0,0.0,0.0265459,0.0,0.0,0.0,0.0,4.6899999999999995e-05,0.0,0.0,0.0,0.0,0.0,0.0073209,0.0,0.0,0.0,0.0,0.0,0.0,5.7799999999999995e-05,0.0,0.0,0.0,0.0,0.0004762,0.0,0.0,0.0,0.0001086,0.0,0.0,0.0011484000000000002,0.0,0.0,0.33433799999999997,0.0,0.0,0.0,8.59e-05,0.0,0.0,0.0,0.0,0.0139957,0.0,0.0,0.038060300000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001084,0.0,0.0002427,0.0,0.496344,0.0,0.0,0.0,0.0063484,0.0,0.0,0.0,0.000395,0.0,0.0,0.0,0.0,0.0012983,0.0,nonIBD
SRR5947843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088005,0.0016818,0.0,0.0,0.0022165,0.0,0.0162988,0.0,0.0,0.120564,0.0,0.0,0.0054968000000000005,0.0,0.0,0.0,0.0,0.0,0.000286,0.0,0.0,0.0,0.0012545,0.0,0.0,0.0,0.0,0.0,0.0011244000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005779,0.0,0.0807214,0.0,0.0161237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000127,0.001991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.382134,0.0,0.0,0.0,0.0022223,0.0,0.08373330000000001,0.0,0.0094494,0.0,0.0,0.0,0.0,0.08034369999999999,0.0,"Colitis, Ulcerative"
SRR5983441,0.0,0.0,0.0,0.0,0.0,0.0,0.0161582,0.0011784999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012124000000000002,0.0,0.0313504,0.0051993000000000004,0.0,0.0,0.0042325,0.0,0.0,0.000332,0.0006198999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061763,6.01e-05,0.0,0.0,0.0,0.0033671999999999994,0.00016109999999999999,0.0,0.0,0.0,0.000112,0.0,0.0121435,0.0,0.0,0.028183,0.0043357,0.0,0.0,0.0014685999999999998,0.0020905999999999998,0.0,0.031513299999999994,0.0,0.0,0.0003259,0.0,0.0,0.0,0.0,0.0007284,0.0111473,0.0,0.0,0.0989335,0.0441056,0.0,0.0,0.0,0.0,0.0035158,0.0,0.0,0.0,0.00036410000000000007,0.0,0.6775199999999999,0.0,0.0,0.0,0.0006662,0.0,0.0,0.0,0.0027688,0.0011095,0.0,0.0021393000000000002,0.0,0.0067814,0.0,Crohn Disease
SRR5983397,0.0,0.0,0.0,0.0,0.0,0.0,0.003358,0.0364115,0.0118415,0.0,0.0,0.0,0.0,0.0088272,0.0,0.0,0.0167471,0.0,0.0,0.0694969,0.0,0.0,0.0156303,0.0,0.0,0.21745899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014893,0.0006948,0.0,0.0,0.0,0.0,0.0139477,0.0,0.0,0.0,0.0,0.0,0.0,0.0175405,0.0,0.0,0.0,0.0,0.0,0.000236,0.0,0.0,0.0,0.0753375,0.0007155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008044,0.0,0.0,0.064255,0.0195804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009877000000000002,0.0,0.224183,0.0,0.0,0.0,0.0005962999999999999,0.0,0.0,0.0,0.006546199999999999,0.0146001,0.0,0.121949,0.0,0.0495258,0.0,"Colitis, Ulcerative"
SRR5947821,0.0,0.0,0.0,0.0,0.0,0.0,0.000611,0.0009583,0.001564,0.0,0.0,0.0,0.0,0.0060592,0.0,0.0,0.0009594,0.0,0.0,0.0182505,0.0,0.0,0.026049199999999998,0.0003165,0.0,0.0035708000000000003,0.0002034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031049,0.0255565,0.0,0.0,0.0,2.9900000000000002e-05,0.0,0.0,0.0,0.0,0.0109931,0.0,0.0430917,0.0,0.0,0.0346479,0.0,0.0,0.0,0.0,0.0,0.0,0.137773,0.00012969999999999998,0.0,0.0086542,0.0,0.0,0.0,0.0,0.0,0.0505424,0.0,0.0,0.0731515,0.0657688,0.000125,0.0,0.0,0.0,0.0182202,0.0,4.3700000000000005e-05,0.0,0.0013522999999999999,0.0,0.458213,0.0,0.0,0.0,0.0012591,0.0,0.0,0.0,0.0013113,4.84e-05,0.0,0.0033437,0.0,0.004097300000000001,0.0,Crohn Disease
SRR5983458,0.0,0.0023851999999999996,0.0,0.0,0.0,0.0,0.0010677,1.17e-05,0.0003015,0.0,0.0,0.0,0.0,0.0003363,0.0,0.0,0.0023199,0.0,0.0,0.004328800000000001,0.0,0.0,0.0050188,0.0,0.0,0.0001411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006010499999999999,0.0,0.0,0.0,0.0123516,0.0,0.011163600000000001,0.0,0.0,0.0,0.028457,0.0,0.0012012000000000001,0.0,0.0,0.004189600000000001,0.615796,0.0,0.0,0.0001139,0.0,0.0,0.0224788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22161899999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0557498,0.0,0.0,0.0,0.0011227000000000001,0.0,0.0008446,0.0,0.0009335,0.0,0.0,1.5300000000000003e-05,0.0,0.0020415,0.0,
SRR5983321,0.0,0.0,0.0,0.0,0.0016289,0.0,0.0,0.0318239,0.0,0.0,0.0,0.0,0.0,0.0063139,0.0,0.0,0.8664660000000001,0.0,0.0,0.0035309,0.0,0.0,0.0,0.0,0.0,0.023954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04281569999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008622200000000002,0.0009571,0.012221200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016667000000000001,0.0,Crohn Disease
SRR5947817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0193611,0.0014115999999999998,0.0,0.0,0.0,0.0,0.010538399999999998,0.0,0.0,0.0,0.0,0.0,0.004372,0.0,0.0,0.0453878,0.0,0.0,0.0001182,0.00027410000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000111,0.0,0.0,0.0,0.0,8.829999999999999e-05,0.0,0.0001629,0.0,0.0,0.0,0.0,0.0011109000000000002,0.0,0.0,0.09336269999999999,6.2e-06,0.0,0.0,0.0,0.0,0.0,0.30685199999999996,0.0,0.0,0.0006569,0.0,0.0,0.0,0.0,0.0,0.0084984,0.0,0.0,0.115441,5.29e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011929,3.3600000000000004e-05,0.374425,0.0,0.0,0.0,0.004592199999999999,0.0,0.0,0.0,0.0037248999999999997,0.00043210000000000004,0.0,0.0024812,0.0,0.0053118,0.0,Crohn Disease
SRR5947851,0.0,0.0,0.0,0.0,0.0,0.0,3.3999999999999996e-06,2.85e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0082851,0.0,0.0,0.0171852,0.0,0.0,0.0,0.0021633000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066242,0.0,0.0,0.0,0.0,0.0,0.0,7.2999999999999996e-06,0.0,0.0,0.0,0.0,0.0122084,0.0,0.0,0.0,0.0,0.0,0.0,0.00017159999999999997,0.0,0.0,4.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083553,0.0,0.0,0.0,0.0070188,0.03198,0.0,0.0,0.0,6.74e-05,0.023618399999999998,0.0,0.0,0.0,0.006215699999999999,0.0,0.794616,0.0,0.0,0.0,0.07717560000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0042336000000000006,0.0,Crohn Disease
SRR5947864,0.0,0.0,0.0,0.0,0.0,0.0,0.0027168,0.0060859,0.0010366,0.0,0.0,0.0,0.0,0.0020553000000000004,0.0,0.0,0.0024206999999999996,8.840000000000001e-05,0.0208642,0.0014873,0.0,0.0,0.0105499,0.0,0.0,0.0001142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006276,0.0,0.0,0.0,0.0,0.0,0.0,0.002382,0.0,0.0,0.311106,0.0,0.0,0.0,0.0003327,0.0,0.0,0.0,0.0,0.0062783,0.0,0.0,0.097794,0.0,0.0,0.0,0.0,4.32e-05,0.0,0.0,0.0002593,0.0,0.00017509999999999997,0.0,0.515443,0.0,0.0,0.0,0.0125873,0.0,0.0,0.00011470000000000001,0.0005896,0.0,0.0,0.0,0.0,0.0012094,0.0,nonIBD
SRR5983276,0.0,0.0,0.0,0.0,0.0,0.0,0.007407100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0132673,0.0026811,0.0,0.0,0.0167426,0.00015319999999999998,0.0,4.9199999999999997e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005375,0.036687300000000006,0.0,0.0,0.0,0.0,0.0131217,0.0,0.0,0.0,0.0,0.0,0.0684282,0.0,0.0,0.024122599999999998,0.48961000000000005,0.0,0.0,0.0,0.0,0.0,0.0799251,0.0,0.0,0.0002874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0323023,0.038628499999999996,0.0174449,0.0,0.0,0.0,0.0,0.0085072,0.0,0.0,0.0,0.0,0.0,0.112298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003163,0.0,0.0,0.036180800000000006,0.0,0.0013020999999999998,0.0,nonIBD
SRR5947813,0.0,0.0,0.0,0.0,0.0,0.0,0.0066719,0.0005061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006991,0.0,0.043090699999999996,0.0027549000000000002,0.0,0.0,0.0288727,0.00018619999999999997,0.0,5.8700000000000004e-05,0.0006978999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039287,0.0013722,0.0,0.0,0.0,0.00043460000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0092775,0.0,0.0,0.045383599999999996,0.0,0.0,0.0,0.0001363,0.0,0.0,0.055132400000000005,0.0016350000000000002,0.0013063,0.0170995,0.0,0.0,0.0,0.0,0.002908,0.0133073,0.0,0.0,0.0329307,0.0656847,0.0,0.0,0.0,0.0,0.014276500000000001,0.0,6.300000000000001e-06,0.0,0.0,0.0,0.630046,0.0,0.0,1.5300000000000003e-05,0.0062548000000000005,0.0,0.0,0.0,0.0051275,0.0010316,0.0,0.0016217,0.0,0.0075457,0.0,Crohn Disease
SRR5983387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009701,0.0,0.0022819999999999997,0.0063923999999999995,0.0,0.0,0.0,0.0,0.0,0.0058641,8.69e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017051,0.0,0.0,0.0845777,0.0017265,0.0,0.0,0.0015930999999999999,0.0,0.0,0.0514664,0.0,0.0,0.0003281,0.0,0.0,0.0,0.0,0.0,0.0021272,0.0,0.0,0.0220606,0.04489099999999999,0.0,0.0,0.0,0.0003559,0.0,0.0,0.0,0.0,2.9999999999999997e-06,0.0,0.767,0.0,0.0,0.0,0.0003664,0.0,0.0,1.4e-06,4.68e-05,0.0001314,0.0,0.0,0.0,0.0009521999999999999,0.0,Crohn Disease
