,taxa,genus,family,order,class
358,28067,Rubrivivax,Burkholderiales Genera incertae sedis,unclassified Burkholderiales,Burkholderiales
359,28100,Phyllobacterium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria
360,28105,Sinorhizobium,Sinorhizobium/Ensifer group,Rhizobiaceae,Rhizobiales
361,281119,Candidatus Amoebophilus,Amoebophilaceae,Cytophagales,Cytophagia
362,28138,Rikenella,Rikenellaceae,Bacteroidales,Bacteroidia
363,281472,Jiangella,Jiangellaceae,Jiangellales,Actinobacteria
364,28196,Arcobacter,Campylobacteraceae,Campylobacterales,Epsilonproteobacteria
365,28228,Colwellia,Colwelliaceae,Alteromonadales,Gammaproteobacteria
366,28231,Geobacter,Geobacteraceae,Desulfuromonadales,Deltaproteobacteria
367,28250,Ornithobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
368,28253,Marinomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria
369,28261,Thermodesulfovibrio,Nitrospiraceae,Nitrospirales,Nitrospira
370,283,Comamonas,Comamonadaceae,Burkholderiales,Betaproteobacteria
371,283168,Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia
372,28453,Sphingobacterium,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia
373,286,Pseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria
374,286801,Segniliparus,Segniliparaceae,Corynebacteriales,Actinobacteria
375,290180,Roseivirga,Flammeovirgaceae,Cytophagales,Cytophagia
376,291988,Thermosediminibacter,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia
377,292632,Subdoligranulum,Ruminococcaceae,Clostridiales,Clostridia
378,292635,Laceyella,Thermoactinomycetaceae,Bacillales,Bacilli
379,292636,Thermoflavimicrobium,Thermoactinomycetaceae,Bacillales,Bacilli
380,292713,Silanimonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria
381,29330,Alicyclobacillus,Alicyclobacillaceae,Bacillales,Bacilli
382,29331,Amphibacillus,Bacillaceae,Bacillales,Bacilli
383,29393,Dolosigranulum,Carnobacteriaceae,Lactobacillales,Bacilli
384,29407,Rhodoplanes,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
385,29465,Veillonella,Veillonellaceae,Veillonellales,Negativicutes
386,294702,Proteiniphilum,Porphyromonadaceae,Bacteroidales,Bacteroidia
387,29487,Photorhabdus,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
388,29526,Syntrophobacter,Syntrophobacteraceae,Syntrophobacterales,Deltaproteobacteria
389,29548,Rhodothermus,Rhodothermaceae,Bacteroidetes Order II. Incertae sedis,Bacteroidetes
390,29580,Janthinobacterium,Oxalobacteraceae,Burkholderiales,Betaproteobacteria
391,296051,Terrimonas,Chitinophagaceae,Chitinophagales,Chitinophagia
392,305899,Endozoicomonas,Hahellaceae,Oceanospirillales,Gammaproteobacteria
393,306539,Halolactibacillus,Bacillaceae,Bacillales,Bacilli
394,308865,Elizabethkingia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
395,314318,Prolixibacter,Prolixibacteraceae,Bacteroidales,Bacteroidia
396,314343,Sideroxydans,Gallionellaceae,Gallionellales,Betaproteobacteria
397,319458,Leadbetterella,Cytophagaceae,Cytophagales,Cytophagia
398,31983,Helcococcus,Peptoniphilaceae,Tissierellales,Tissierellia
399,31988,Aminobacter,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria
400,32008,Burkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria
401,32012,Thiomonas,Burkholderiales Genera incertae sedis,unclassified Burkholderiales,Burkholderiales
402,32067,Leptotrichia,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
403,32199,Buchnera,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
404,32205,Leptonema,Leptospiraceae,Leptospirales,Spirochaetia
405,32207,Rothia,Micrococcaceae,Micrococcales,Actinobacteria
406,32257,Kingella,Neisseriaceae,Neisseriales,Betaproteobacteria
407,323449,Pontibacter,Hymenobacteraceae,Cytophagales,Cytophagia
408,323620,Shinella,Rhizobiaceae,Rhizobiales,Alphaproteobacteria
409,326319,Dokdonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
410,32636,Halothermothrix,Halanaerobiaceae,Halanaerobiales,Clostridia
411,329857,Cohnella,Paenibacillaceae,Bacillales,Bacilli
412,33024,Phascolarctobacterium,Acidaminococcaceae,Acidaminococcales,Negativicutes
413,33042,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia
414,33057,Thauera,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria
415,332102,Fluviicola,Crocinitomicaceae,Flavobacteriales,Flavobacteriia
416,332162,Candidatus Solibacter,Solibacteraceae,Solibacterales,Solibacteres
417,332248,Truepera,Trueperaceae,Deinococcales,Deinococci
418,335058,Pelomonas,Comamonadaceae,Burkholderiales,Betaproteobacteria
419,335405,Sphingosinicella,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
420,336260,Thermovirga,Synergistaceae,Synergistales,Synergistia
421,338,Xanthomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria
422,33870,Coriobacterium,Coriobacteriaceae,Coriobacteriales,Coriobacteriia
423,33877,Agromyces,Microbacteriaceae,Micrococcales,Actinobacteria
424,33882,Microbacterium,Microbacteriaceae,Micrococcales,Actinobacteria
425,33886,Rathayibacter,Microbacteriaceae,Micrococcales,Actinobacteria
426,33926,Candidatus Phytoplasma,Acholeplasmataceae,Acholeplasmatales,Mollicutes
427,33951,Acetobacterium,Eubacteriaceae,Clostridiales,Clostridia
428,33973,Acidobacterium,Acidobacteriaceae,Acidobacteriales,Acidobacteriia
429,33981,Kineococcus,Kineosporiaceae,Kineosporiales,Actinobacteria
430,33986,Exiguobacterium,Bacillales Family XII. Incertae Sedis,Bacillales incertae sedis,Bacillales
431,34008,Rhodovulum,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
432,34019,Candidatus Liberibacter,Rhizobiaceae,Rhizobiales,Alphaproteobacteria
433,34037,Rahnella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
434,34067,Cycloclasticus,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria
435,34069,Telluria,Oxalobacteraceae,Burkholderiales,Betaproteobacteria
436,34072,Variovorax,Comamonadaceae,Burkholderiales,Betaproteobacteria
437,34084,Riemerella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
438,34098,Blattabacterium,Blattabacteriaceae,Flavobacteriales,Flavobacteriia
439,34104,Streptobacillus,Leptotrichiaceae,Fusobacteriales,Fusobacteriia
440,343331,Kopriimonas,Kopriimonadaceae,Kopriimonadales,Alphaproteobacteria
441,346096,Paludibacter,Porphyromonadaceae,Bacteroidales,Bacteroidia
442,349,Zoogloea,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria
443,352449,Giesbergeria,Comamonadaceae,Burkholderiales,Betaproteobacteria
444,354354,Niastella,Chitinophagaceae,Chitinophagales,Chitinophagia
445,356797,Meganema,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria
446,357,Agrobacterium,Rhizobium/Agrobacterium group,Rhizobiaceae,Rhizobiales
447,35829,Acetivibrio,Ruminococcaceae,Clostridiales,Clostridia
448,35832,Bilophila,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria
449,35836,Desulfacinum,Syntrophobacteraceae,Syntrophobacterales,Deltaproteobacteria
450,35838,Holophaga,Holophagaceae,Holophagales,Holophagae
451,359336,Castellaniella,Alcaligenaceae,Burkholderiales,Betaproteobacteria
452,359337,Marinimicrobium,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria
453,361177,Altererythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria
454,363276,Ktedonobacter,Ktedonobacteraceae,Ktedonobacterales,Ktedonobacteria
455,363408,Nonlabens,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
456,364316,Verminephrobacter,Comamonadaceae,Burkholderiales,Betaproteobacteria
457,36739,Dermabacter,Dermabacteraceae,Micrococcales,Actinobacteria
458,36853,Desulfitobacterium,Peptococcaceae,Clostridiales,Clostridia
459,373053,Calditerricola,Bacillaceae,Bacillales,Bacilli
460,374,Bradyrhizobium,Bradyrhizobiaceae,Rhizobiales,Alphaproteobacteria
461,375288,Parabacteroides,Porphyromonadaceae,Bacteroidales,Bacteroidia
462,375928,Natranaerobius,Natranaerobiaceae,Natranaerobiales,Clostridia
463,376488,Halotalea,Halomonadaceae,Oceanospirillales,Gammaproteobacteria
464,379,Rhizobium,Rhizobium/Agrobacterium group,Rhizobiaceae,Rhizobiales
465,379074,Sediminitomix,Flammeovirgaceae,Cytophagales,Cytophagia
466,37914,Dietzia,Dietziaceae,Corynebacteriales,Actinobacteria
467,37924,Thermocrispum,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
468,379899,Niabella,Chitinophagaceae,Chitinophagales,Chitinophagia
469,386607,Trigonala,unclassified Bacillales,Bacillales,Bacilli
470,390876,Nisaea,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
471,390988,Actinocatenispora,Micromonosporaceae,Micromonosporales,Actinobacteria
472,392332,Geoalkalibacter,Geobacteraceae,Desulfuromonadales,Deltaproteobacteria
473,392733,Terriglobus,Acidobacteriaceae,Acidobacteriales,Acidobacteriia
474,396388,Aestuariimicrobium,Propionibacteriaceae,Propionibacteriales,Actinobacteria
475,39643,Sorangium,Polyangiaceae,Sorangiineae,Myxococcales
476,396811,Fulvivirga,Flammeovirgaceae,Cytophagales,Cytophagia
477,39773,Methylomicrobium,Methylococcaceae,Methylococcales,Gammaproteobacteria
478,397864,Barnesiella,Porphyromonadaceae,Bacteroidales,Bacteroidia
479,39948,Dialister,Veillonellaceae,Veillonellales,Negativicutes
480,400634,Lysinibacillus,Bacillaceae,Bacillales,Bacilli
481,40222,Methylophaga,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria
482,40323,Stenotrophomonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria
483,40544,Sutterella,Sutterellaceae,Burkholderiales,Betaproteobacteria
484,407,Methylobacterium,Methylobacteriaceae,Rhizobiales,Alphaproteobacteria
485,411566,Candidatus Midichloria,Candidatus Midichloriaceae,Rickettsiales,Alphaproteobacteria
486,412033,Celerinatantimonas,Celerinatantimonadaceae,unclassified Gammaproteobacteria,Gammaproteobacteria
487,41273,Tissierella,Tissierellaceae,Tissierellales,Tissierellia
488,41275,Brevundimonas,Caulobacteraceae,Caulobacterales,Alphaproteobacteria
489,413,Methylococcus,Methylococcaceae,Methylococcales,Gammaproteobacteria
490,413496,Cronobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
491,414371,Aureimonas,Aurantimonadaceae,Rhizobiales,Alphaproteobacteria
492,414715,Actinospica,Actinospicaceae,Catenulisporales,Actinobacteria
493,416,Methylomonas,Methylococcaceae,Methylococcales,Gammaproteobacteria
494,416916,Aggregatibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
495,416949,Parapedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia
496,419014,Alloscardovia,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria
497,420345,Lactonifactor,Clostridiaceae,Clostridiales,Clostridia
498,42054,Chromohalobacter,Halomonadaceae,Oceanospirillales,Gammaproteobacteria
499,42255,Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria
500,423349,Mucilaginibacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia
501,423604,Elusimicrobium,Elusimicrobiaceae,Elusimicrobiales,Elusimicrobia
502,425,Methylosinus,Methylocystaceae,Rhizobiales,Alphaproteobacteria
503,427922,Desulfurivibrio,Desulfobulbaceae,Desulfobacterales,Deltaproteobacteria
504,42837,Ammonifex,Moorella group,Thermoanaerobacteraceae,Thermoanaerobacterales
505,429,Methylobacter,Methylococcaceae,Methylococcales,Gammaproteobacteria
506,434,Acetobacter,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
507,43668,Brachybacterium,Dermabacteraceae,Micrococcales,Actinobacteria
508,437504,Granulosicoccus,Granulosicoccaceae,Chromatiales,Gammaproteobacteria
509,43773,Syntrophus,Syntrophaceae,Syntrophobacterales,Deltaproteobacteria
510,43996,Catonella,Lachnospiraceae,Clostridiales,Clostridia
511,44000,Caldicellulosiruptor,Thermoanaerobacterales Family III. Incertae Sedis,Thermoanaerobacterales,Clostridia
512,44013,Polynucleobacter,Burkholderiaceae,Burkholderiales,Betaproteobacteria
513,44249,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli
514,44260,Moorella,Moorella group,Thermoanaerobacteraceae,Thermoanaerobacterales
515,44261,Oxobacter,Clostridiaceae,Clostridiales,Clostridia
516,44262,Oxalophagus,Aneurinibacillus group,Paenibacillaceae,Bacillales
517,442869,Acanthopleuribacter,Acanthopleuribacteraceae,Acanthopleuribacterales,Holophagae
518,444459,Flagellimonas,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
519,44471,Microcoleus,Oscillatoriales,Oscillatoriophycideae,Cyanobacteria
520,445,Legionella,Legionellaceae,Legionellales,Gammaproteobacteria
521,44675,Geothrix,Holophagaceae,Holophagales,Holophagae
522,447020,Adlercreutzia,Eggerthellaceae,Eggerthellales,Coriobacteriia
523,44748,Sporobacter,Ruminococcaceae,Clostridiales,Clostridia
524,448125,Dethiosulfatibacter,unclassified Tissierellia,Tissierellia,Firmicutes
525,453229,Desulfarculus,Desulfarculaceae,Desulfarculales,Deltaproteobacteria
526,453850,Joostella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
527,455358,Balneola,Balneolaceae,Balneolales,Balneolia
528,456826,Candidatus Cloacimonas,Candidatus Cloacimonetes,FCB group,Bacteria
529,458032,Chloracidobacterium,Blastocatellia,Acidobacteria,Bacteria
530,459532,Terribacillus,Bacillaceae,Bacillales,Bacilli
531,459786,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia
532,46123,Abiotrophia,Aerococcaceae,Lactobacillales,Bacilli
533,46205,Pseudobutyrivibrio,Lachnospiraceae,Clostridiales,Clostridia
534,46255,Weissella,Leuconostocaceae,Lactobacillales,Bacilli
535,46352,Agrococcus,Microbacteriaceae,Micrococcales,Actinobacteria
536,467975,Iamia,Iamiaceae,Acidimicrobiales,Acidimicrobiia
537,469,Acinetobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
538,46913,Devosia,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
539,469322,Steroidobacter,Sinobacteraceae,Nevskiales,Gammaproteobacteria
540,47251,Leptolyngbya,Oscillatoriales,Oscillatoriophycideae,Cyanobacteria
541,47420,Hydrogenophaga,Comamonadaceae,Burkholderiales,Betaproteobacteria
542,47494,Pedomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
543,475,Moraxella,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
544,475794,Haliea,Halieaceae,Cellvibrionales,Gammaproteobacteria
545,47670,Lautropia,Burkholderiaceae,Burkholderiales,Betaproteobacteria
546,48073,Microbulbifer,Microbulbiferaceae,Cellvibrionales,Gammaproteobacteria
547,48075,Marinobacterium,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria
548,482,Neisseria,Neisseriaceae,Neisseriales,Betaproteobacteria
549,48463,Prosthecobacter,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiae
550,48736,Ralstonia,Burkholderiaceae,Burkholderiales,Betaproteobacteria
551,489140,Geminicoccus,unclassified Alphaproteobacteria,Alphaproteobacteria,Proteobacteria
552,490567,Arenimonas,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria
553,49082,Candidatus Arthromitus,Clostridiaceae,Clostridiales,Clostridia
554,49184,Kineosporia,Kineosporiaceae,Kineosporiales,Actinobacteria
555,497,Psychrobacter,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
556,49894,Acetomicrobium,Synergistaceae,Synergistales,Synergistia
557,499228,Tepidanaerobacter,Thermoanaerobacteraceae,Thermoanaerobacterales,Clostridia
558,50,Chondromyces,Polyangiaceae,Sorangiineae,Myxococcales
559,501783,Cloacibacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
560,504481,Sediminibacterium,Chitinophagaceae,Chitinophagales,Chitinophagia
561,507,Alcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria
562,50709,Acidocella,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
563,511434,Candidatus Azobacteroides,unclassified Bacteroidales,Bacteroidales,Bacteroidia
564,511678,Aliivibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria
565,511745,Methylacidiphilum,Methylacidiphilaceae,Methylacidiphilales,unclassified Verrucomicrobia
566,51228,Wigglesworthia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
567,51366,Salinivibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria
568,51668,Tetragenococcus,Enterococcaceae,Lactobacillales,Bacilli
569,517,Bordetella,Alcaligenaceae,Burkholderiales,Betaproteobacteria
570,519427,Sharpea,Lactobacillaceae,Lactobacillales,Bacilli
571,522,Acidiphilium,Acetobacteraceae,Rhodospirillales,Alphaproteobacteria
572,52225,Mitsuokella,Selenomonadaceae,Selenomonadales,Negativicutes
573,526215,Thalassobaculum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
574,52784,Anaerofilum,Ruminococcaceae,Clostridiales,Clostridia
575,528,Ochrobactrum,Brucellaceae,Rhizobiales,Alphaproteobacteria
576,52959,Polaribacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
577,53,Nannocystis,Nannocystaceae,Nannocystineae,Myxococcales
578,532,Beijerinckia,Beijerinckiaceae,Rhizobiales,Alphaproteobacteria
579,53246,Pseudoalteromonas,Pseudoalteromonadaceae,Alteromonadales,Gammaproteobacteria
580,53335,Pantoea,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
581,53452,Lamprocystis,Chromatiaceae,Chromatiales,Gammaproteobacteria
582,53457,Janibacter,Intrasporangiaceae,Micrococcales,Actinobacteria
583,53460,Nakamurella,Nakamurellaceae,Nakamurellales,Actinobacteria
584,53572,Deferribacter,Deferribacteraceae,Deferribacterales,Deferribacteres
585,53634,Acidimicrobium,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia
586,538,Eikenella,Neisseriaceae,Neisseriales,Betaproteobacteria
587,53945,Octadecabacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
588,541,Zymomonas,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria
589,54298,Chroococcidiopsis,Pleurocapsales,Cyanobacteria,Cyanobacteria/Melainabacteria group
590,543311,Parvimonas,Peptoniphilaceae,Tissierellales,Tissierellia
591,544,Citrobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
592,545865,Calditerrivibrio,Deferribacteraceae,Deferribacterales,Deferribacteres
593,547,Enterobacter,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
594,55080,Brevibacillus,Paenibacillaceae,Bacillales,Bacilli
595,553372,Asaccharobacter,Eggerthellaceae,Eggerthellales,Coriobacteriia
596,559173,Fructobacillus,Leuconostocaceae,Lactobacillales,Bacilli
597,55968,Leucobacter,Microbacteriaceae,Micrococcales,Actinobacteria
598,561,Escherichia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
599,568,Hafnia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
600,568987,Candidatus Hamiltonella,aphid secondary symbionts,"ant, tsetse, mealybug, aphid, etc. endosymbionts",unclassified Enterobacteriaceae
601,570,Klebsiella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
602,572511,Blautia,Lachnospiraceae,Clostridiales,Clostridia
603,574697,Butyricimonas,Odoribacteraceae,Bacteroidales,Bacteroidia
604,57493,Kocuria,Micrococcaceae,Micrococcales,Actinobacteria
605,57494,Nesterenkonia,Micrococcaceae,Micrococcales,Actinobacteria
606,577309,Paraprevotella,Prevotellaceae,Bacteroidales,Bacteroidia
607,577310,Parasutterella,Sutterellaceae,Burkholderiales,Betaproteobacteria
608,577469,Demequina,Demequinaceae,Micrococcales,Actinobacteria
609,579,Kluyvera,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
610,580596,Butyricicoccus,Clostridiaceae,Clostridiales,Clostridia
611,581,Morganella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
612,58108,Actinocorallia,Thermomonosporaceae,Streptosporangiales,Actinobacteria
613,58113,Glycomyces,Glycomycetaceae,Glycomycetales,Actinobacteria
614,582472,Wohlfahrtiimonas,unclassified Gammaproteobacteria,Gammaproteobacteria,Proteobacteria
615,583,Proteus,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
616,586,Providencia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
617,588605,Robinsoniella,Lachnospiraceae,Clostridiales,Clostridia
618,590,Salmonella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
619,59282,Blastochloris,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
620,596495,Sciscionella,Pseudonocardiaceae,Pseudonocardiales,Actinobacteria
621,596499,Nitriliruptor,Nitriliruptoraceae,Nitriliruptorales,Nitriliruptoria
622,59732,Chryseobacterium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
623,59734,Empedobacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
624,59735,Bergeyella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
625,59753,Alcanivorax,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria
626,60136,Sulfitobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria
627,60892,Desulfobacca,Syntrophaceae,Syntrophobacterales,Deltaproteobacteria
628,60919,Sanguibacter,Sanguibacteraceae,Micrococcales,Actinobacteria
629,61170,Holdemania,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia
630,61434,Dehalococcoides,Dehalococcoidaceae,Dehalococcoidales,Dehalococcoidia
631,620,Shigella,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
632,626,Xenorhabdus,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
633,626119,Ruania,Ruaniaceae,Micrococcales,Actinobacteria
634,629,Yersinia,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
635,630749,Spongiibacter,Spongiibacteraceae,Cellvibrionales,Gammaproteobacteria
636,637,Arsenophonus,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
637,638847,Pyramidobacter,Synergistaceae,Synergistales,Synergistia
638,64001,Nevskia,Sinobacteraceae,Nevskiales,Gammaproteobacteria
639,642,Aeromonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria
640,643949,Ferrithrix,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia
641,644652,Gordonibacter,Eggerthellaceae,Eggerthellales,Coriobacteriia
642,648800,Solibacillus,Planococcaceae,Bacillales,Bacilli
643,649461,Lacibacter,Chitinophagaceae,Chitinophagales,Chitinophagia
644,649462,Gracilimonas,Balneolaceae,Balneolales,Balneolia
645,653683,Anaerosporobacter,Lachnospiraceae,Clostridiales,Clostridia
646,65502,Cryptosporangium,Cryptosporangiaceae,Frankiales,Actinobacteria
647,65551,Meiothermus,Thermaceae,Thermales,Deinococci
648,657,Photobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria
649,658061,Candidatus Koribacter,Acidobacteriaceae,Acidobacteriales,Acidobacteriia
650,660514,Novispirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria
651,661182,Perlucidibaca,Moraxellaceae,Pseudomonadales,Gammaproteobacteria
652,662,Vibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria
653,666508,Phycisphaera,Phycisphaeraceae,Phycisphaerales,Phycisphaerae
654,66831,Facklamia,Aerococcaceae,Lactobacillales,Bacilli
655,670486,Dehalogenimonas,Dehalococcoidia,Chloroflexi,Terrabacteria group
656,67572,Psychromonas,Psychromonadaceae,Alteromonadales,Gammaproteobacteria
657,67575,Rheinheimera,Chromatiaceae,Chromatiales,Gammaproteobacteria
658,68,Lysobacter,Xanthomonadaceae,Xanthomonadales,Gammaproteobacteria
659,682522,Ilumatobacter,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia
660,68287,Mesorhizobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria
661,689697,Salisaeta,Rhodothermaceae,Bacteroidetes Order II. Incertae sedis,Bacteroidetes
662,69278,Aquamicrobium,Phyllobacteriaceae,Rhizobiales,Alphaproteobacteria
663,693074,Caldisericum,Caldisericaceae,Caldisericales,Caldisericia
664,69474,Orientia,Rickettsieae,Rickettsiaceae,Rickettsiales
665,697025,Hoyosella,unclassified Corynebacteriales,Corynebacteriales,Actinobacteria
666,698776,Cellulosilyticum,Lachnospiraceae,Clostridiales,Clostridia
667,70190,Chroococcus,Chroococcales,Oscillatoriophycideae,Cyanobacteria
668,702,Plesiomonas,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
669,704093,Anaerobacillus,Bacillaceae,Bacillales,Bacilli
670,70994,Lewinella,Saprospiraceae,Chitinophagales,Chitinophagia
671,71,Simonsiella,Neisseriaceae,Neisseriales,Betaproteobacteria
672,713,Actinobacillus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
673,715222,Caldicoprobacter,Caldicoprobacteraceae,Clostridiales,Clostridia
674,71655,Brenneria,Enterobacteriaceae,Enterobacteriales,Gammaproteobacteria
675,724,Haemophilus,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
676,73029,Dechloromonas,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria
677,74317,Maricaulis,Hyphomonadaceae,Rhodobacterales,Alphaproteobacteria
678,74385,Gracilibacillus,Bacillaceae,Bacillales,Bacilli
679,745,Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
680,75,Caulobacter,Caulobacteraceae,Caulobacterales,Alphaproteobacteria
681,75309,Rhodanobacter,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria
682,75687,Neptunomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria
683,759360,Oleibacter,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria
684,75984,Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria
685,762551,Jejuia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
686,76632,Thermobacillus,Paenibacillaceae,Bacillales,Bacilli
687,76634,Mycetocola,Microbacteriaceae,Micrococcales,Actinobacteria
688,768,Anaplasma,Anaplasmataceae,Rickettsiales,Alphaproteobacteria
689,76831,Myroides,Flavobacteriaceae,Flavobacteriales,Flavobacteriia
690,76833,Actinobaculum,Actinomycetaceae,Actinomycetales,Actinobacteria
691,76890,Asticcacaulis,Caulobacteraceae,Caulobacterales,Alphaproteobacteria
692,773,Bartonella,Bartonellaceae,Rhizobiales,Alphaproteobacteria
693,776,Coxiella,Coxiellaceae,Legionellales,Gammaproteobacteria
694,780,Rickettsia,Rickettsieae,Rickettsiaceae,Rickettsiales
695,78119,Succinispira,Acidaminococcaceae,Acidaminococcales,Negativicutes
696,79206,Desulfosporosinus,Peptococcaceae,Clostridiales,Clostridia
697,79328,Chitinophaga,Chitinophagaceae,Chitinophagales,Chitinophagia
698,795750,Ignavibacterium,Ignavibacteriaceae,Ignavibacteriales,Ignavibacteria
699,80865,Delftia,Comamonadaceae,Burkholderiales,Betaproteobacteria
700,81,Hyphomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria
701,816,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia
702,81682,Methylovorus,Methylophilaceae,Methylophilales,Betaproteobacteria
